bigflood,bigfloodDPDK,bigfloodeBPF,flood,floodDPDK,floodeBPF,ping,pingDPDK,pingeBPF
0.426,0.883,0.524,0.040,0.174,0.049,0.121,0.375,0.147
0.538,1.00,0.605,0.043,0.172,0.094,0.121,0.381,0.200
0.432,1.04,0.664,0.041,0.174,0.050,0.122,0.377,0.202
0.474,1.00,0.538,0.040,0.187,0.049,0.122,0.386,0.165
0.504,0.970,0.582,0.041,0.175,0.052,0.093,0.378,0.167
0.430,1.04,0.537,0.040,0.176,0.047,0.122,0.379,0.173
0.530,0.971,0.626,0.040,0.182,0.058,0.121,0.375,0.160
0.591,0.925,0.610,0.041,0.179,0.050,0.122,0.377,0.184
0.485,0.962,0.547,0.040,0.175,0.049,0.121,0.389,0.147
0.505,1.03,0.587,0.041,0.173,0.050,0.121,1.28,0.172
0.436,0.904,0.589,0.040,0.174,0.050,0.122,0.392,0.191
0.426,1.05,0.606,0.041,0.176,0.052,0.121,0.375,0.186
0.556,1.04,0.633,0.040,0.177,0.051,0.122,0.381,0.177
0.472,0.881,0.689,0.040,0.177,0.050,0.089,0.381,0.168
0.509,0.979,0.628,0.040,0.176,0.057,0.122,0.377,0.183
0.536,1.03,0.648,0.039,0.175,0.052,1.29,0.378,0.207
0.535,1.01,0.656,0.041,0.178,0.105,0.121,0.387,0.211
0.530,0.946,0.512,0.040,0.177,0.091,0.124,0.385,0.143
0.482,1.05,0.579,0.040,0.175,0.049,0.122,0.375,0.165
0.512,1.04,0.640,0.040,0.173,0.057,0.122,0.389,0.191
0.536,0.941,0.623,0.040,0.183,0.106,0.121,0.378,0.152
0.532,0.941,0.578,0.040,0.165,0.097,0.122,0.379,0.184
0.547,1.02,0.649,0.040,0.168,0.105,0.089,0.375,0.198
0.493,0.880,0.500,0.041,0.163,0.046,0.121,0.375,0.168
0.506,1.08,0.579,0.040,0.167,0.111,0.121,0.379,0.145
0.541,1.02,0.676,0.040,0.166,0.105,0.122,0.377,0.163
0.541,0.887,1.59,0.040,0.168,0.069,0.122,0.380,0.184
0.538,0.884,0.553,0.040,0.305,0.051,0.121,1.25,0.155
0.484,1.05,0.596,0.041,0.222,0.049,0.121,0.384,0.158
0.549,1.02,0.554,0.039,0.169,0.133,0.122,0.386,0.156
0.534,0.945,0.589,0.039,0.168,0.050,0.122,0.374,0.191
0.494,0.923,0.585,0.041,0.170,0.050,0.089,0.379,0.149
0.455,1.03,0.598,0.039,0.170,0.052,0.121,0.376,0.163
0.485,0.864,1.03,0.041,0.169,0.049,1.29,0.379,0.191
0.422,0.903,0.569,0.041,0.167,0.049,0.121,0.378,0.175
0.409,1.04,0.600,0.041,0.168,0.049,0.121,0.378,0.162
0.410,0.901,0.623,0.040,0.165,0.099,0.121,0.379,0.175
0.476,1.05,0.548,0.039,0.164,0.052,0.122,0.377,0.175
0.468,1.04,0.596,0.040,0.174,0.050,0.121,0.388,0.162
0.491,0.935,0.529,0.040,0.167,0.051,0.121,0.376,0.194
0.414,0.936,0.593,0.041,0.166,0.049,0.089,0.379,0.164
0.409,1.04,0.567,0.040,0.166,0.050,0.122,0.378,0.192
0.409,0.970,0.605,0.041,0.165,0.049,0.122,0.378,0.173
0.415,0.931,0.590,0.041,0.165,0.051,0.120,0.378,0.184
0.483,0.948,0.653,0.041,0.170,0.056,0.121,0.381,0.202
0.489,1.03,0.652,0.041,0.166,0.050,0.121,1.26,0.173
0.542,0.898,0.653,0.041,0.172,0.050,0.121,0.372,0.179
0.546,1.05,0.588,0.040,0.164,0.051,0.121,0.377,0.152
0.557,1.03,0.545,0.041,0.166,0.050,0.121,0.381,0.186
0.489,0.874,0.538,0.041,0.167,0.048,0.089,0.380,0.178
0.488,1.01,0.601,0.040,0.165,0.051,0.121,0.374,0.147
0.533,1.03,0.506,0.040,0.168,0.050,1.24,0.379,0.199
0.427,1.04,0.651,0.041,0.168,0.056,0.122,0.383,0.166
0.510,0.944,0.592,0.040,0.166,0.050,0.121,0.379,0.198
0.497,1.05,0.579,0.039,0.166,0.078,0.121,0.375,0.160
0.492,0.967,0.840,0.041,0.163,0.051,0.121,0.380,0.178
0.534,0.931,0.519,0.040,0.166,0.049,0.123,0.381,0.159
0.542,0.936,0.531,0.041,0.164,0.049,0.122,0.386,0.163
0.543,1.02,0.596,0.040,0.163,0.048,0.089,0.364,0.149
0.493,0.912,0.575,0.040,0.165,0.057,0.123,0.383,0.177
0.495,1.14,0.611,0.041,0.168,0.048,0.122,0.380,0.174
0.540,1.05,0.580,0.040,0.164,0.050,0.121,0.380,0.196
0.535,0.885,0.598,0.041,0.165,0.051,0.121,0.384,0.165
0.541,1.05,0.606,0.040,0.163,0.049,0.120,1.25,0.156
0.510,1.04,0.640,0.041,0.166,0.054,0.122,0.387,0.153
0.487,0.910,0.484,0.040,0.156,0.092,0.121,0.372,0.160
0.535,0.937,0.637,0.056,0.171,0.049,0.122,0.392,0.153
0.547,1.04,0.606,0.042,0.170,0.060,0.089,0.384,0.157
0.488,1.04,0.663,0.040,0.305,0.084,0.123,0.380,0.125
0.501,0.943,0.550,0.040,0.167,0.049,1.24,0.381,0.209
0.420,0.937,0.604,0.041,0.166,0.050,0.119,0.379,0.147
0.538,0.967,0.601,0.040,0.164,0.115,0.121,0.378,0.163
0.540,0.911,0.599,0.039,0.164,0.047,0.122,0.379,0.150
0.413,1.12,1.26,0.041,0.164,0.058,0.121,0.377,0.208
0.497,1.03,0.607,0.040,0.167,0.082,0.123,0.376,0.204
0.478,0.878,0.690,0.041,0.168,0.049,0.123,0.379,0.185
0.543,1.05,0.670,0.041,0.169,0.051,0.113,0.388,0.145
0.538,1.03,0.585,0.040,0.165,0.051,0.121,0.375,0.154
0.543,0.877,0.535,0.040,0.165,0.081,0.122,0.379,0.198
0.489,0.927,0.601,0.040,0.166,0.053,0.120,0.380,0.184
0.406,0.867,0.596,0.041,0.168,0.085,0.121,0.389,0.185
0.418,1.03,0.995,0.042,0.165,0.060,0.121,1.25,0.156
0.415,2.07,0.548,0.041,0.164,0.050,0.121,0.388,0.173
0.476,0.984,0.562,0.040,0.167,0.050,0.121,0.386,0.191
0.438,0.853,0.560,0.041,0.165,0.050,0.121,0.376,0.190
0.480,0.864,0.637,0.040,0.165,0.057,0.118,0.381,0.171
0.411,0.988,0.596,0.040,0.168,0.051,0.122,0.391,0.191
0.522,0.918,0.565,0.040,0.167,0.049,1.21,0.379,0.191
0.409,0.890,0.574,0.041,0.188,0.050,0.120,0.379,0.178
0.423,0.924,0.588,0.041,0.171,0.052,0.121,0.382,0.202
0.473,0.983,0.732,0.042,0.168,0.049,0.122,0.379,0.157
0.469,0.834,0.546,0.041,0.168,0.050,0.120,0.390,0.169
0.417,1.07,0.574,0.040,0.164,0.049,0.121,0.388,0.191
0.411,0.971,0.562,0.041,0.165,0.057,0.120,0.389,0.176
0.529,0.892,0.720,0.039,0.727,0.051,0.116,0.377,0.194
0.427,0.871,0.554,0.041,0.205,0.051,0.120,0.379,0.187
0.480,0.879,0.566,0.040,0.170,0.050,0.121,0.386,0.158
0.488,0.970,0.565,0.041,0.168,0.050,0.121,0.379,0.185
0.537,0.841,0.549,0.040,0.168,0.049,0.122,0.380,0.167
0.555,1.07,0.560,0.041,0.166,0.049,0.121,1.22,0.138
0.538,0.974,0.581,0.040,0.168,0.056,0.120,0.394,0.185
0.478,0.822,0.531,0.041,0.166,0.055,0.120,0.371,0.168
0.498,0.874,0.524,0.040,0.167,0.054,0.121,0.371,0.173
0.547,1.00,0.865,0.040,0.167,0.088,0.090,0.382,0.172
0.546,0.982,0.571,0.041,0.169,0.050,0.120,0.375,0.157
0.532,0.879,0.533,0.040,0.168,0.049,1.23,0.380,0.179
0.493,0.920,0.557,0.039,0.299,0.050,0.120,0.389,0.157
0.535,0.997,0.569,0.041,0.172,0.059,0.121,0.386,0.191
0.542,0.821,0.564,0.040,0.168,0.050,0.120,0.387,0.175
0.424,0.886,0.537,0.041,0.168,0.049,0.122,0.381,0.178
0.433,0.980,0.529,0.040,0.170,0.079,0.121,0.376,0.149
0.473,0.987,0.526,0.040,0.168,0.049,0.120,0.380,0.194
0.484,0.905,0.610,0.041,0.165,0.050,0.090,0.382,0.658
0.433,0.909,0.550,0.041,0.168,0.050,0.122,0.382,0.184
0.930,0.979,0.530,0.041,0.169,0.057,0.122,0.390,0.165
0.405,0.891,0.547,0.040,0.166,0.051,0.121,0.385,0.201
0.496,1.03,0.515,0.041,0.165,0.049,0.121,0.382,0.183
0.497,0.964,0.535,0.041,0.166,0.079,0.122,1.23,0.177
0.421,0.906,0.593,0.040,0.169,0.052,0.120,0.374,0.186
0.548,0.875,0.576,0.041,0.168,0.050,0.120,0.380,0.136
0.539,1.01,0.556,0.040,0.169,0.049,0.121,0.389,0.186
0.492,0.964,0.601,0.041,0.166,0.057,0.090,0.382,0.149
0.432,0.882,0.639,0.040,0.165,0.049,0.120,0.380,0.187
0.414,0.911,0.589,0.039,0.166,0.061,1.21,0.382,0.159
0.422,0.988,0.638,0.040,0.168,0.080,0.121,0.379,0.163
0.406,0.818,0.507,0.040,0.164,0.048,0.122,0.381,0.168
0.470,0.892,0.785,0.041,0.164,0.050,0.121,0.386,0.193
0.478,0.971,0.557,0.040,0.161,0.050,0.121,0.382,0.187
0.407,0.917,0.551,0.041,0.169,0.055,0.122,0.381,0.148
0.411,0.909,0.507,0.040,0.169,0.051,0.120,0.381,0.167
0.413,0.835,0.541,0.041,0.168,0.052,0.089,0.380,0.176
0.426,0.985,0.568,0.040,0.170,0.049,0.120,0.381,0.184
0.345,0.902,0.563,0.043,0.170,0.539,0.121,0.381,0.200
0.473,0.996,0.531,0.040,0.166,0.102,0.119,0.390,0.161
0.491,0.991,0.559,0.041,0.165,0.089,0.120,0.391,0.158
0.488,0.819,0.822,0.040,0.166,0.050,0.122,1.21,0.188
0.444,0.886,0.513,0.040,0.164,0.049,0.121,0.373,0.197
0.454,0.863,0.529,0.041,0.169,0.050,0.122,0.379,0.180
0.461,0.971,0.549,0.040,0.169,0.049,0.122,0.374,0.192
0.516,0.844,0.678,0.040,0.169,0.050,0.092,0.381,0.163
0.517,0.947,0.567,0.040,0.169,0.050,0.123,0.381,0.209
0.460,0.989,0.521,0.040,0.170,0.049,1.20,0.386,0.176
0.398,0.889,0.571,0.041,0.169,0.050,0.120,0.382,0.177
0.472,0.888,0.506,0.040,0.170,0.060,0.121,0.382,0.189
0.406,0.834,0.584,0.040,0.172,0.097,0.120,0.379,0.176
0.534,0.984,0.539,0.041,0.169,0.051,0.120,0.380,0.152
0.531,0.843,0.575,0.042,0.179,0.079,0.121,0.380,0.165
0.538,1.02,0.511,0.040,0.166,0.105,0.124,0.378,0.179
0.483,0.926,0.563,0.039,0.159,0.048,0.099,0.377,0.145
0.547,0.880,0.565,0.041,0.169,0.050,0.121,0.385,0.179
0.535,0.866,0.521,0.040,0.170,0.050,0.120,0.383,0.178
0.542,0.870,0.521,0.041,0.168,0.049,0.121,0.378,0.199
0.540,0.970,0.511,0.040,0.169,0.050,0.121,0.387,0.199
0.492,0.882,0.586,0.040,0.169,0.050,0.123,1.20,0.149
0.548,1.02,0.594,0.041,0.171,0.049,0.121,0.372,0.176
0.541,0.969,0.609,0.040,0.171,0.051,0.122,0.385,0.203
0.411,0.847,0.615,0.041,0.169,0.049,0.121,0.396,0.163
0.406,0.875,0.507,0.040,0.168,0.048,0.090,0.383,0.214
0.476,0.992,0.723,0.040,0.169,0.049,0.122,0.381,0.185
0.553,0.930,0.525,0.041,0.168,0.050,1.19,0.378,0.202
0.534,0.889,0.533,0.040,0.167,0.048,0.121,0.382,0.187
0.535,0.894,0.565,0.041,0.168,0.092,0.121,0.380,0.209
0.537,0.973,0.513,0.040,0.164,0.050,0.120,0.379,0.192
0.496,0.878,0.570,0.040,0.171,0.058,0.121,0.382,0.166
0.543,0.983,0.519,0.041,0.167,0.083,0.120,0.386,0.172
0.542,0.967,0.535,0.040,0.164,0.048,0.123,0.379,0.167
0.412,0.936,0.562,0.041,0.171,0.050,0.121,0.379,0.159
0.433,0.820,0.914,0.041,0.168,0.049,0.122,0.380,0.164
0.468,0.886,0.569,0.041,0.168,0.051,0.121,0.380,0.154
0.506,0.980,0.528,0.040,0.159,0.105,0.120,0.386,0.173
0.424,0.882,0.623,0.040,0.168,0.076,0.120,0.382,0.183
0.535,0.996,0.535,0.040,0.169,0.049,0.121,1.20,0.149
0.450,0.984,0.613,0.040,0.166,0.049,0.120,0.373,0.207
0.486,0.884,0.573,0.041,0.167,0.049,0.121,0.379,0.169
0.509,0.883,0.542,0.040,0.165,0.050,0.122,0.375,0.196
0.533,0.874,0.549,0.040,0.165,0.074,0.090,0.379,0.154
0.541,0.988,0.576,0.040,0.166,0.055,0.091,0.380,0.157
0.550,0.895,0.568,0.041,0.167,0.051,1.18,0.381,0.187
0.477,1.00,0.603,0.041,0.166,0.052,0.119,0.378,0.184
0.510,0.988,0.614,0.040,0.166,0.063,0.121,0.378,0.148
0.544,0.842,0.600,0.041,0.168,0.056,0.120,0.386,0.156
0.532,0.864,0.668,0.041,0.165,0.049,0.121,0.388,0.164
0.542,0.990,0.558,0.040,0.168,0.050,0.120,0.383,0.185
0.492,0.965,0.536,0.041,0.167,0.049,0.123,0.387,0.192
0.506,0.837,0.532,0.040,0.164,0.050,0.122,0.378,0.150
0.535,0.891,0.521,0.041,0.168,0.050,0.121,0.385,0.168
0.534,0.979,0.571,0.040,0.165,0.050,0.126,0.386,0.159
0.541,0.883,0.524,0.040,0.165,0.094,0.122,0.380,0.192
0.486,0.975,0.547,0.041,0.170,0.049,0.120,0.390,0.192
0.546,0.985,0.512,0.040,0.170,0.049,0.121,1.19,0.203
0.545,0.971,0.983,0.041,0.300,0.051,0.122,0.373,0.171
0.491,0.878,0.516,0.040,0.236,0.050,0.123,0.380,0.161
0.438,0.889,0.614,0.040,0.176,0.048,0.120,0.373,0.177
0.485,0.964,0.601,0.040,0.169,0.053,0.090,0.377,0.171
0.434,0.846,0.607,0.040,0.167,0.089,0.120,0.378,0.195
0.415,1.05,0.559,0.054,0.170,0.049,1.14,0.387,0.172
0.407,0.962,0.565,0.042,0.169,0.049,0.120,0.380,0.182
0.485,0.899,0.514,0.040,0.170,0.080,0.121,0.381,0.190
0.471,0.871,0.574,0.042,0.169,0.049,0.121,0.377,0.152
0.483,0.952,0.568,0.041,0.169,0.049,0.121,0.385,0.172
0.418,0.993,0.530,0.041,0.169,0.048,0.121,0.383,0.195
0.412,0.907,0.626,0.040,0.166,0.049,0.123,0.386,0.184
0.404,1.02,0.604,0.039,0.171,0.049,0.120,0.381,0.161
0.411,0.968,0.563,0.040,0.167,0.050,0.121,0.380,0.156
0.491,0.842,1.06,0.040,0.166,0.050,0.122,0.406,0.183
0.475,1.02,0.543,0.040,0.169,0.050,0.123,0.381,0.166
0.413,0.999,0.577,0.040,0.169,0.049,0.123,0.387,0.207
0.411,0.901,0.509,0.039,0.169,0.049,0.122,1.19,0.158
0.411,0.868,0.684,0.041,0.168,0.050,0.121,0.380,0.208
0.441,0.881,0.513,0.041,0.179,0.049,0.123,0.383,0.191
0.403,0.973,0.590,0.040,0.170,0.050,0.123,0.375,0.195
0.539,0.878,0.561,0.041,0.170,0.082,0.095,0.381,0.192
0.536,1.00,0.557,0.041,0.169,0.047,0.121,0.381,0.171
0.529,0.968,0.559,0.040,0.169,0.051,1.17,0.376,0.200
0.565,0.837,0.581,0.040,0.169,0.049,0.119,0.379,0.189
0.488,0.814,0.564,0.040,0.166,0.049,0.121,0.381,0.179
0.488,0.890,0.514,0.041,0.168,0.050,0.120,0.377,0.206
0.541,0.966,0.611,0.040,0.165,0.049,0.121,0.383,0.161
1.58,0.884,0.619,0.041,0.165,0.049,0.120,0.389,0.208
0.495,1.03,0.614,0.041,0.169,0.049,0.123,0.380,0.156
0.492,0.973,0.622,0.040,0.172,0.051,0.121,0.379,0.202
0.543,0.833,0.617,0.040,0.170,0.049,0.120,0.377,0.210
0.505,0.889,0.590,0.041,0.177,0.101,0.121,0.380,0.165
0.432,1.01,0.518,0.040,0.168,0.049,0.121,0.380,0.182
0.491,0.931,0.534,0.041,0.167,0.048,0.120,0.385,0.169
0.411,0.880,0.510,0.040,0.164,0.051,0.120,1.18,0.158
0.527,0.891,0.584,0.041,0.166,0.049,0.121,0.370,0.176
0.409,0.982,0.515,0.040,0.166,0.050,0.119,0.373,0.166
0.480,0.894,0.525,0.039,0.164,0.050,0.120,0.379,0.149
0.489,1.01,0.538,0.041,0.165,0.052,0.120,0.395,0.156
0.471,0.917,0.511,0.040,0.172,0.644,0.120,0.379,0.177
0.418,0.818,0.635,0.041,0.173,0.103,1.16,0.383,0.192
0.410,0.874,0.591,0.041,0.168,0.105,0.119,0.379,0.185
0.521,0.883,0.561,0.040,0.169,0.105,0.122,0.381,1
